ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS13165,ACIAD2918,,2850071,2850637,-,,,,,
ACIAD_RS13170,ACIAD2919,,2850928,2851530,+,DedA family protein; putative alkaline phosphatase,,,,
ACIAD_RS13175,ACIAD2920,,2851532,2851972,-,"Transcriptional regulator, MerR family; helix-turn-helix domain-containing protein",,,,
ACIAD_RS13180,ACIAD2921,,2852038,2852520,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS13185,ACIAD2922,tmpT,2852552,2853205,+,Thiopurine S-methyltransferase (EC 2.1.1.67),,,,
ACIAD_RS13190,ACIAD2923,,2853363,2853887,-,yecA family protein,,,,
ACIAD_RS13195,ACIAD2924,,2853958,2854167,-,hypothetical protein,,,,
ACIAD_RS13200,ACIAD2925,rpoD,2854534,2856423,+,RNA polymerase sigma factor RpoD,"Transcription factors, cyanobacterial RpoD-like sigma factors; Macromolecular synthesis operon; Gram-negative cluster; Transcription initiation, bacterial sigma factors",Transcription; ; Gram-Negative (Diderm) cell wall components; Transcription,"RNA Processing; Cell Cycle, Cell Division and Death; Cell Envelope, Capsule and Slime layer; RNA Processing",RNA Processing; Cellular Processes; Cell Envelope; RNA Processing
ACIAD_RS13205,ACIAD2926,,2856529,2856816,+,Proposed lipoate regulatory protein YbeD,Lipoic acid metabolism,Lipoic acid,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS13210,ACIAD2927,lipB,2856887,2857546,+,Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181),Lipoylation-related cluster; Lipoic acid metabolism,Lipoic acid; Lipoic acid,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS13215,ACIAD2928,,2857625,2858158,+,hypothetical protein,,,,
ACIAD_RS13220,ACIAD2929,,2858161,2859345,+,Alcohol dehydrogenase (EC 1.1.1.1); Iron-containing alcohol dehydrogenase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria; Fermentations: Mixed acid,Phospholipids; Fermentation,"Fatty Acids, Lipids, and Isoprenoids; Energy and Precursor Metabolites Generation",Metabolism; Energy
ACIAD_RS13225,ACIAD2930,,2859606,2860991,+,Putrescine importer,Putrescine utilization,"Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives,Metabolism
ACIAD_RS13230,ACIAD2931,,2861039,2861593,-,Multimeric flavodoxin WrbA; flavodoxin family protein,,,,
ACIAD_RS13235,ACIAD2932,,2861727,2862107,+,"Transcriptional regulator, HxlR family",,,,
ACIAD_RS13240,ACIAD2933,,2862102,2862581,-,tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207),Biotin synthesis cluster,Biotin,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS13245,ACIAD2934,cobA,2862619,2863992,-,uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107),,,,
ACIAD_RS13250,ACIAD2935,serS,2864057,2865328,-,Seryl-tRNA synthetase (EC 6.1.1.11),"tRNA aminoacylation, Ser",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS13255,ACIAD2936,,2865433,2866215,-,Chromosome segregation ATPases,,,,
ACIAD_RS13260,ACIAD2937,lolA,2866380,2867072,-,Outer membrane lipoprotein carrier protein LolA,Lipoprotein transporter to outer membrane Lol,,Membrane Transport,Membrane Transport
ACIAD_RS13265,ACIAD2938,rpmA,2867275,2867532,-,LSU ribosomal protein L27p,"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13270,ACIAD2939,rplU,2867551,2867862,-,LSU ribosomal protein L21p,"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13275,ACIAD2940,,2868306,2869283,+,Nonaprenyl diphosphate synthase (geranyl-diphosphate specific) (EC 2.5.1.84),Isoprenoinds for Quinones,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS13280,ACIAD2941,,2869304,2871358,+,Probable site-specific recombinase; Site-specific recombinase,,,,
ACIAD_RS13285,ACIAD2942,,2871510,2872127,+,"Putative membrane-associated phospholipid phosphatase, PAP2 superfamily",,,,
ACIAD_RS13290,ACIAD2943,adeA,2872149,2873414,+,"RND efflux system, membrane fusion protein",Multidrug resistance RND efflux system MexEFOprN; Tripartite multidrug efflux systems (of RND type) in Pseudomonas,Multidrug efflux systems; Multidrug efflux systems,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS13295,ACIAD2944,adeJ,2873427,2876606,+,"RND efflux system, inner membrane transporter",Multidrug resistance RND efflux system MexEFOprN; Tripartite multidrug efflux systems (of RND type) in Pseudomonas,Multidrug efflux systems; Multidrug efflux systems,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS13300,ACIAD2945,adeK,2876606,2878057,+,"Efflux transport system, outer membrane factor (OMF) lipoprotein",Tripartite multidrug efflux systems (of RND type) in Pseudomonas,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS13305,ACIAD2946,,2878172,2878522,+,UPF0145 protein,,,,
ACIAD_RS13310,ACIAD2947,,2878532,2878987,+,,,,,
ACIAD_RS13315,ACIAD2948,,2879014,2879820,-,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS13320,ACIAD2949,,2879847,2880524,-,hypothetical protein,,,,
ACIAD_RS13325,ACIAD2950,,2880704,2883607,+,Valyl-tRNA synthetase (EC 6.1.1.9); valine---tRNA ligase (EC 6.1.1.9),"tRNA aminoacylation, Val",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS13330,ACIAD2951,,2883656,2883841,-,hypothetical protein,,,,
ACIAD_RS13335,,,2883843,2884028,-,hypothetical protein,,,,
ACIAD_RS13340,ACIAD2953,,2884160,2885026,+,hypothetical protein,,,,
ACIAD_RS13345,,,2885028,2885159,-,,,,,
ACIAD_RS13350,ACIAD2955,,2885288,2886340,-,DnaJ domain protein,,,,
ACIAD_RS13355,ACIAD2956,,2886401,2887306,-,Auxin efflux carrier family protein,,,,
ACIAD_RS13360,ACIAD2958,,2887697,2888884,+,Ammonium transporter,Nitrogen regulation orphans,,Nitrogen Metabolism,Metabolism
ACIAD_RS13365,ACIAD2959,,2889001,2889696,+,"Lipid A 4'-phosphatase LpxF-like, putative",,,,
ACIAD_RS13370,ACIAD2960,,2889832,2891157,-,Two-component system sensor histidine kinase,,,,
ACIAD_RS13375,ACIAD2961,,2891169,2891849,-,"Two-component transcriptional response regulator, LuxR family",,,,
ACIAD_RS13380,ACIAD2963,,2892263,2893510,-,AmpG permease,Murein recycling,Amino sugars and nucleotide sugars ,Carbohydrates,Metabolism
ACIAD_RS13385,ACIAD2964,,2893644,2894270,+,1-acyl-sn-glycerol-3-phosphate acyltransferase,,,,
ACIAD_RS13390,ACIAD2965,,2894336,2895253,+,FIG00613342: Bacterial patatin-like phospholipase domain containing protein; Patatin-like phospholipase family protein,,,,
ACIAD_RS13395,ACIAD2966,,2895352,2895822,+,Putative activity regulator of membrane protease YbbK,,,,
ACIAD_RS13400,ACIAD2967,,2895832,2896689,+,Protein QmcA (possibly involved in integral membrane quality control),,,,
ACIAD_RS13405,ACIAD2968,,2896765,2897673,-,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)",Archaeal lipids; Isoprenoid Biosynthesis: Interconversions; Isoprenoinds for Quinones; Hopanoid biosynthesis,Isoprenoids; Isoprenoids; Isoprenoids; Steroids and Hopanoids,"Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS13410,ACIAD2969,,2898161,2899519,+,Amino acid permease; Aromatic amino acid transport protein AroP,Histidine Degradation,Histidine Metabolism,Amino Acids and Derivatives,Metabolism
ACIAD_RS13415,,,2899595,2899667,,,,,,
ACIAD_RS16865,ACIAD2971,,2899827,2899988,+,Uncharacterized protein Caur_1846,,,,
ACIAD_RS13420,ACIAD2972,,2899998,2900261,-,,,,,
ACIAD_RS13425,ACIAD2973,,2900378,2901091,-,DNA-binding response regulator KdpE,Potassium-transporting ATPase,Cation transporters,Membrane Transport,Membrane Transport
ACIAD_RS13430,ACIAD2975,,2901101,2903743,-,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),Potassium-transporting ATPase,Cation transporters,Membrane Transport,Membrane Transport
ACIAD_RS13435,ACIAD2976,kdpC,2903754,2904383,-,Potassium-transporting ATPase C chain (TC 3.A.3.7.1) (EC 3.6.3.12),Potassium-transporting ATPase,Cation transporters,Membrane Transport,Membrane Transport
ACIAD_RS13440,ACIAD2977,kdpB,2904393,2906408,-,Potassium-transporting ATPase B chain (TC 3.A.3.7.1) (EC 3.6.3.12),Potassium-transporting ATPase,Cation transporters,Membrane Transport,Membrane Transport
ACIAD_RS13445,ACIAD2978,kdpA,2906425,2908134,-,Potassium-transporting ATPase A chain (TC 3.A.3.7.1) (EC 3.6.3.12),Potassium-transporting ATPase,Cation transporters,Membrane Transport,Membrane Transport
ACIAD_RS13450,ACIAD2979,,2908333,2908785,-,"Transcriptional regulator, AsnC family",,,,
ACIAD_RS13455,ACIAD2980,,2908923,2909552,+,"Transporter, LysE family",ArgOP and related,,Membrane Transport,Membrane Transport
ACIAD_RS13460,ACIAD2981,,2909670,2910155,-,Oxidoreductase probably involved in sulfite reduction,,,,
ACIAD_RS13465,ACIAD2982,,2910148,2911791,-,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),Cysteine synthesis,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
ACIAD_RS13470,ACIAD2983,,2911967,2914372,-,"Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)",D-gluconate and ketogluconates metabolism; Entner-Doudoroff Pathway,Monosaccharides; Central Metabolism,Carbohydrates; Energy and Precursor Metabolites Generation,Metabolism; Energy
ACIAD_RS13475,ACIAD2984,,2914520,2915770,-,Carbohydrate-selective porin OprB,Outer membrane porins in Pseudomonas and Acinetobacter,Gram-Negative (Diderm) cell wall components,"Cell Envelope, Capsule and Slime layer",Cell Envelope
ACIAD_RS13480,ACIAD2985,,2915918,2917036,-,Alpha-methylacyl-CoA racemase (EC 5.1.99.4),,,,
ACIAD_RS13485,ACIAD2986,,2917216,2918256,+,"Transcriptional regulator, AraC family",,,,
ACIAD_RS13490,ACIAD2987,,2918308,2918841,-,hypothetical protein; Uncharacterized protein PA4799,,,,
ACIAD_RS13495,ACIAD2988,,2919027,2920232,+,acetyl-CoA C-acetyltransferase (EC 2.3.1.9),,,,
ACIAD_RS13500,ACIAD2989,,2920243,2922378,+,Enoyl-CoA hydratase/isomerase family protein,,,,
ACIAD_RS13505,ACIAD2990,,2922531,2922767,+,hypothetical protein,,,,
ACIAD_RS13510,ACIAD2991,,2922783,2923640,+,Patatin family protein,,,,
ACIAD_RS13515,ACIAD2992,,2923665,2924042,-,Glyoxalase family protein,,,,
ACIAD_RS13520,ACIAD2993,,2924045,2924695,-,hypothetical protein,,,,
ACIAD_RS13525,ACIAD2994,,2924785,2925201,-,GNAT family acetyltransferase YjcF,,,,
ACIAD_RS13530,ACIAD2995,,2925258,2926481,-,SAM-dependent methyltransferase (EC 2.1.1.-),,,,
ACIAD_RS13535,ACIAD2996,,2926585,2927226,+,"FIG01964566: Predicted membrane protein, hemolysin III homolog",,,,
ACIAD_RS13540,ACIAD2997,,2927368,2928678,+,Uncharacterized MFS-type transporter YhjE,,,,
ACIAD_RS13545,ACIAD2999,,2928792,2929574,+,hypothetical protein,,,,
ACIAD_RS13550,ACIAD3000,,2929593,2930603,-,Phosphoesterase,,,,
ACIAD_RS13555,ACIAD3001,,2930713,2932344,+,"Phospholipase D family protein; Cardiolipin synthase phosphatidylethanolamine-utilizing, bacterial type ClsC",Cardiolipin biosynthesis,Phospholipids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS13560,ACIAD3002,,2932337,2933152,-,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51); 1-acyl-sn-glycerol-3-phosphate acyltransferase,FtsEX cell-division-associated signaling system; Glycerolipid and Glycerophospholipid Metabolism in Bacteria; Glycerophospholipids,Phospholipids; Phospholipids,"Cell Cycle, Cell Division and Death; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Cellular Processes; Metabolism; Metabolism
ACIAD_RS17020,,,2933319,2933459,+,hypothetical protein,,,,
ACIAD_RS13565,ACIAD3005,hflX,2933543,2934877,+,Ribosome LSU-associated GTP-binding protein HflX,Universal GTPases; Hfl operon,,"Protein Synthesis; Stress Response, Defense and Virulence","Protein Processing; Stress Response, Defense, Virulence"
ACIAD_RS13570,ACIAD3006,,2934922,2935293,+,Antiholin-like protein LrgA; hypothetical protein,Murein hydrolase regulation and cell death,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS13575,ACIAD3007,,2935307,2935975,+,LrgA-associated membrane protein LrgB,Murein hydrolase regulation and cell death,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS13580,ACIAD3008,,2936032,2936883,-,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)",Possible RNA modification and stress response cluster,RNA processing and modification,RNA Processing,RNA Processing
ACIAD_RS13585,ACIAD3009,rsmA,2936886,2937698,-,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),Possible RNA modification and stress response cluster,RNA processing and modification,RNA Processing,RNA Processing
ACIAD_RS13590,ACIAD3010,pdxA,2937721,2938689,-,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262),Possible RNA modification and stress response cluster; Pyridoxin (Vitamin B6) Biosynthesis,RNA processing and modification; Pyridoxine,"RNA Processing; Cofactors, Vitamins, Prosthetic Groups",RNA Processing; Metabolism
ACIAD_RS13595,ACIAD3012,rplM,2938994,2939422,+,LSU ribosomal protein L13p (L13Ae),"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13600,ACIAD3013,rpsI,2939435,2939821,+,SSU ribosomal protein S9p (S16e),"Ribosome SSU bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13605,ACIAD3014,,2940050,2940700,+,Stringent starvation protein A,,,,
ACIAD_RS13610,ACIAD3015,,2940712,2941146,+,Stringent starvation protein B,,,,
ACIAD_RS13615,ACIAD3016,,2941165,2941833,+,hypothetical protein,,,,
ACIAD_RS13620,,,2941952,2942066,,,,,,
ACIAD_RS13625,,,2942243,2945157,,,,,,
ACIAD_RS13630,,,2945584,2945659,,,,,,
ACIAD_RS13635,,,2945696,2945772,,,,,,
ACIAD_RS13640,,,2945832,2947372,,,,,,
ACIAD_RS13645,ACIAD3018,,2947926,2948852,+,Outer-membrane-phospholipid-binding lipoprotein MlaA; VacJ family lipoprotein,Maintenance of outer membrane lipid asymmetry,ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS13650,ACIAD3019,gigA,2948985,2949953,+,"Serine phosphatase RsbU, regulator of sigma subunit",,,,
ACIAD_RS13655,ACIAD3020,gigB,2950067,2950588,+,Serine-protein kinase RsbW (EC 2.7.11.1),,,,
ACIAD_RS13660,ACIAD3021,,2950613,2951437,+,Carbon-nitrogen hydrolase family protein,,,,
ACIAD_RS13665,ACIAD3022,,2951527,2951964,+,Organic hydroperoxide resistance transcriptional regulator,,,,
ACIAD_RS13670,ACIAD3023,,2952049,2952480,+,Organic hydroperoxide resistance protein,,,,
ACIAD_RS13675,ACIAD3024,gspE,2952534,2954021,-,,,,,
ACIAD_RS13680,ACIAD3025,,2954122,2954943,+,hypothetical protein,,,,
ACIAD_RS13685,ACIAD3026,,2954952,2955872,+,Mechanosensitive ion channel family protein,,,,
ACIAD_RS13690,ACIAD3028,,2956060,2958963,-,,,,,
ACIAD_RS13695,ACIAD3030,polA,2959118,2961880,+,DNA polymerase I (EC 2.7.7.7),"DNA Repair Base Excision; DNA polymerase, bacterial",DNA repair; DNA replication,DNA Processing; DNA Processing,DNA Processing; DNA Processing
ACIAD_RS13700,ACIAD3031,,2961931,2962497,-,"Cell division integral membrane protein, YggT and half-length relatives",A Hypothetical Protein Related to Proline Metabolism; Cell division cluster,Proline and 4-hydroxyproline; ,"Amino Acids and Derivatives; Cell Cycle, Cell Division and Death",Metabolism; Cellular Processes
ACIAD_RS13705,ACIAD3032,,2962514,2963350,-,Pyrroline-5-carboxylate reductase (EC 1.5.1.2),Proline biosynthesis (for review); Proline Synthesis; A Hypothetical Protein Related to Proline Metabolism,Proline and 4-hydroxyproline; Proline and 4-hydroxyproline; Proline and 4-hydroxyproline,Amino Acids and Derivatives; Amino Acids and Derivatives; Amino Acids and Derivatives,Metabolism; Metabolism; Metabolism
ACIAD_RS13710,ACIAD3034,tilS,2963347,2964726,-,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19),Folate biosynthesis cluster,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS13715,,,2964663,2965487,,,,,,
ACIAD_RS13720,ACIAD3036,ppx,2965523,2967043,-,Exopolyphosphatase (EC 3.6.1.11),,,,
ACIAD_RS13725,ACIAD3037,trxA,2967321,2967647,+,Thioredoxin (EC 1.8.1.8),Cell division initiation related cluster,,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS13730,ACIAD3038,rho,2967985,2969253,+,Transcription termination factor Rho,"Transcription factors, bacterial; Bicyclomycin resistance cluster; Antibiotic targets in transcription",Transcription; Resistance to antibiotics and toxic compounds; Resistance to antibiotics and toxic compounds,"RNA Processing; Stress Response, Defense and Virulence; Stress Response, Defense and Virulence","RNA Processing; Stress Response, Defense, Virulence; Stress Response, Defense, Virulence"
ACIAD_RS13735,ACIAD3039,,2969669,2969935,+,hypothetical protein,,,,
ACIAD_RS13740,ACIAD3040,,2970092,2970385,-,Integration host factor alpha subunit,"DNA structural proteins, bacterial",,DNA Processing,DNA Processing
ACIAD_RS13745,ACIAD3041,pheT,2970382,2972763,-,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS13750,ACIAD3042,pheS,2972798,2973778,-,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),"tRNA aminoacylation, Phe",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS13755,ACIAD3043,,2973933,2974973,+,hypothetical protein,,,,
ACIAD_RS13760,ACIAD3044,,2975025,2975222,-,hypothetical protein,,,,
ACIAD_RS17040,,,2975274,2975597,-,hypothetical protein,,,,
ACIAD_RS13770,ACIAD3046,rplT,2975691,2976050,-,LSU ribosomal protein L20p,"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13775,ACIAD3047,rpmI,2976062,2976256,-,LSU ribosomal protein L35p,"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS13780,ACIAD3048,,2976493,2977746,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS13785,ACIAD3049,,2977839,2978567,+,,,,,
ACIAD_RS13790,ACIAD3050,,2978610,2979035,-,DedA family protein; probable membrane protein YPO3302,,,,
ACIAD_RS13795,ACIAD3051,,2979141,2979761,-,Glutathione S-transferase (EC 2.5.1.18),Glutathione: Non-redox reactions,Stress Response,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS13800,ACIAD3053,,2980060,2980527,+,16 kDa heat shock protein A,,,,
ACIAD_RS13805,ACIAD3054,infC,2980636,2981187,-,Translation initiation factor 3; translation initiation factor IF-3,"Translation initiation factors, bacterial",Translation,Protein Synthesis,Protein Processing
ACIAD_RS13810,ACIAD3055,thrS,2981193,2983115,-,Threonyl-tRNA synthetase (EC 6.1.1.3); threonine---tRNA ligase (EC 6.1.1.3),"tRNA aminoacylation, Thr; Phosphatidylinositol mannosides biosynthesis related cluster",Aminoacyl-tRNA-synthetases; Cell wall of Mycobacteria,"Protein Synthesis; Cell Envelope, Capsule and Slime layer",Protein Processing; Cell Envelope
ACIAD_RS13815,ACIAD3056,,2983528,2985171,+,3-methylmercaptopropionyl-CoA ligase of DmdB1 type (EC 6.2.1.44); Acyl-CoA synthetase,Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism,,Sulfur Metabolism,Metabolism
